"","MG","Rod","AC","BC","Cone","HC","RGC"
"C2orf68",0.103092783505155,0.113762784855554,0.163653663177926,0.120088022634392,0.186991869918699,0.115023474178404,0.350515463917526
"ST3GAL5",0.521649484536083,0.396554817871882,0.600380589914367,0.541967934611757,1.25,1.05164319248826,0.608247422680412
"POLR1A",0.0577319587628866,0.0797595549973085,0.227402473834443,0.127318453316567,0.213414634146341,0.255868544600939,0.474226804123711
"PTCD3",0.42680412371134,0.302709492194509,0.58325404376784,0.400188619930839,0.565040650406504,0.546948356807512,0.948453608247423
"IMMT",0.274226804123711,0.438632693342903,0.670789724072312,0.452373467463062,1.17479674796748,0.624413145539906,1.63917525773196
"MRPL35",0.0391752577319588,0.0800287098510677,0.108468125594672,0.0873939012889029,0.199186991869919,0.12206572769953,0.237113402061856
"REEP1",0.364948453608247,0.0932172976852682,0.623215984776403,0.167243005344231,0.0345528455284553,0.169014084507042,2.60824742268041
"KDM3A",0.760824742268041,0.412524672528261,0.440532825880114,0.265639735932097,0.971544715447154,0.76056338028169,0.742268041237113
"CHMP3",0.0371134020618557,0.0599318141037143,0.144624167459562,0.109713926438227,0.0528455284552846,0.323943661971831,0.350515463917526
"AC015971.2",0.0701030927835052,0.0357975955499731,0.154138915318744,0.0905375668028922,0.0569105691056911,0.107981220657277,0.288659793814433
"RMND5A",0.301030927835052,0.23891979185358,0.585156993339677,0.443571204023892,0.353658536585366,0.460093896713615,0.628865979381443
"RGPD1",0.0804123711340206,0.0776063161672349,0.15604186489058,0.110028292989626,0.0914634146341463,0.096244131455399,0.22680412371134
"PLGLB1",0.197938144329897,0.180961780010766,0.486203615604187,0.22634391700723,0.223577235772358,0.265258215962441,0.587628865979381
"RGPD2",0.101030927835052,0.0634308272025839,0.114176974310181,0.110657026092424,0.142276422764228,0.107981220657277,0.22680412371134
"KRCC1",0.298969072164948,0.124528979005921,0.213130352045671,0.220370952530651,0.134146341463415,0.237089201877934,0.556701030927835
"THNSL2",0.0969072164948454,0.0180333752018661,0.0580399619410086,0.0701037409619616,0.0426829268292683,0.0328638497652582,0.0824742268041237
"EIF2AK3",0.156701030927835,0.0921406782702315,0.362511893434824,0.424080477837158,0.189024390243902,0.190140845070423,0.525773195876289
"RPIA",0.045360824742268,0.0691727974161134,0.137012369172217,0.0971392643822697,0.119918699186992,0.103286384976526,0.123711340206186
"MRPS5",0.111340206185567,0.262515700699803,0.410085632730733,0.275385099025464,0.595528455284553,0.347417840375587,0.958762886597938
"ZNF514",0.045360824742268,0.0874753274717387,0.0884871550903901,0.0741905061301478,0.215447154471545,0.147887323943662,0.206185567010309
"ZNF2",0.0494845360824742,0.0427956217477122,0.043767840152236,0.0440113171958504,0.142276422764228,0.0375586854460094,0.123711340206186
"AC092835.2",0.0185567010309278,0.0241342185537413,0.0466222645099905,0.0348946872052814,0.0813008130081301,0.0492957746478873,0.134020618556701
"FAHD2A",0.0783505154639175,0.0521263233446977,0.161750713606089,0.0836215026721157,0.0873983739837398,0.140845070422535,0.360824742268041
"LINC00342",0.043298969072165,0.0346312578503499,0.0751665080875357,0.0669600754479723,0.0833333333333333,0.0586854460093897,0.360824742268041
"ANKRD36C",0.358762886597938,0.394222142472636,1.30066603235014,1.02703552342031,0.693089430894309,0.612676056338028,3.79381443298969
"STARD7",0.129896907216495,0.453615646868832,0.28639391056137,0.277900031436655,1.09552845528455,0.248826291079812,0.350515463917526
"TMEM127",0.0515463917525773,0.120401937914947,0.19790675547098,0.136120716755737,0.310975609756098,0.23943661971831,0.103092783505155
"CIAO1",0.107216494845361,0.148752915844249,0.341579448144624,0.190820496699151,0.296747967479675,0.321596244131455,0.721649484536082
"SNRNP200",0.408247422680412,0.457563251390633,0.387250237868697,0.360892801005973,0.491869918699187,0.427230046948357,0.556701030927835
"ARID5A",0.0164948453608247,0.146151085591243,0.0180780209324453,0.0965105312794719,0.266260162601626,0.0234741784037559,0.0309278350515464
"KANSL3",0.305154639175258,0.527633231652611,0.509039010466223,0.325055014146495,0.916666666666667,0.415492957746479,0.845360824742268
"LMAN2L",0.136082474226804,0.10586757581195,0.136060894386299,0.0895944671486954,0.221544715447154,0.110328638497653,0.134020618556701
"CNNM4",0.0824742268041237,0.494796339493989,0.227402473834443,0.40301791889343,1.47154471544715,0.605633802816901,0.412371134020619
"CNNM3",0.0783505154639175,0.0898977211555715,0.14081826831589,0.0983967305878655,0.0873983739837398,0.230046948356807,0.0618556701030928
"ANKRD23",0.245360824742268,0.302888928763682,0.418648905803996,0.308393586922351,0.369918699186992,0.457746478873239,0.587628865979381
"SEMA4C",0.0742268041237113,0.110263771756684,0.117982873453853,0.0842502357749136,0.0711382113821138,0.07981220657277,0.0721649484536082
"FAHD2B",0.0556701030927835,0.0240445002691549,0.0999048525214082,0.0396101854762653,0.0752032520325203,0.0845070422535211,0.206185567010309
"ANKRD36",1.27835051546392,1.29499371972008,2.72312083729781,2.60201194592895,2.46544715447154,1.24413145539906,8.42268041237113
"AC159540.1",0.57319587628866,0.289700340929481,1.05994291151284,0.450801634706067,1.14227642276423,0.183098591549296,3.09278350515464
"AC159540.2",0.0309278350515464,0.0240445002691549,0.0608943862987631,0.0348946872052814,0.109756097560976,0.00704225352112676,0.237113402061856
"COX5B",0.138144329896907,0.148035169567558,0.294957183634634,0.194907261867337,0.371951219512195,0.328638497652582,0.670103092783505
"ACTR1B",0.158762886597938,0.1160954602548,0.333967649857279,0.226658283558629,0.180894308943089,0.352112676056338,0.979381443298969
"LINC01125",0.2,0.0271846402296788,0.135109419600381,0.0449544168500472,0.0284552845528455,0.0938967136150235,0.237113402061856
"TMEM131",0.894845360824742,0.461421137627849,1.43672692673644,1.0877082678403,1.14024390243902,1.05633802816901,4.39175257731959
"AC092675.3",0,0.00161492912255518,0.00570884871550904,0.0179188934297391,1.61991869918699,0.00234741784037559,0
"INPP4A",0.350515463917526,0.165978826484838,1.4452901998097,0.931782458346432,0.323170731707317,1.15258215962441,3.28865979381443
"COA5",0.0927835051546392,0.113762784855554,0.183634633682207,0.133605784344546,0.186991869918699,0.178403755868545,0.175257731958763
"UNC50",0.185567010309278,0.245110353490041,0.344433872502379,0.281672430053442,0.333333333333333,0.427230046948357,0.65979381443299
"MGAT4A",0.171134020618557,0.00556253364435672,0.569933396764986,0.377554228230116,0.0345528455284553,0.737089201877934,0.371134020618557
"TSGA10",0.410309278350516,0.242329086667863,0.295908658420552,0.173215969820811,0.540650406504065,0.140845070422535,0.721649484536082
"C2orf15",0.391752577319588,0.332495962677194,0.929590865842055,0.437283872995913,0.42479674796748,0.582159624413146,2.10309278350515
"MITD1",0.136082474226804,0.392696931634667,0.171265461465271,0.134863250550141,0.378048780487805,0.279342723004695,0.443298969072165
"LYG2",0.0494845360824742,0.0479992822537233,0.120837297811608,0.0569003458032065,0.048780487804878,0.0610328638497653,0.309278350515464
"LYG1",0.0309278350515464,0.0330163287277947,0.0913415794481446,0.0468406161584407,0.0569105691056911,0.119718309859155,0.185567010309278
"TXNDC9",0.0969072164948454,0.100305042167594,0.156993339676499,0.128890286073562,0.211382113821138,0.225352112676056,0.494845360824742
"EIF5B",0.288659793814433,0.311322447514804,0.666032350142721,0.46463376296762,0.589430894308943,0.626760563380282,0.711340206185567
"REV1",0.721649484536082,0.524762246545846,1.44624167459562,1.01446086136435,0.697154471544715,1.58450704225352,1.97938144329897
"AFF3",0.931958762886598,0.015969854656379,7.22549952426261,1.03772398616787,0.475609756097561,5.84741784037559,7.50515463917526
"LONRF2",0.327835051546392,0.13601291943298,0.822074215033302,0.774913549198365,0.689024390243902,1.45774647887324,1.19587628865979
"CHST10",0.0597938144329897,0.0191997129014893,0.211227402473834,0.0496699151210311,0.040650406504065,0.0868544600938967,0.0618556701030928
"PDCL3",0.0206185567010309,0.0253902745379508,0.0390104662226451,0.0238918579063188,0.0467479674796748,0.0469483568075117,0.0309278350515464
"NPAS2",0.523711340206186,0.00906154674322627,0.810656517602284,0.317824583464319,0.0223577235772358,1.14788732394366,1.37113402061856
"RPL31",0.191752577319588,0.0888211017405347,0.261655566127498,0.150895944671487,0.195121951219512,0.213615023474178,0.412371134020619
"TBC1D8",0.334020618556701,0.205185716849094,0.991436726926736,0.375039295818925,0.567073170731707,0.300469483568075,1.04123711340206
"CNOT11",0.0969072164948454,0.0968957473533106,0.21883920076118,0.146494812951902,0.264227642276423,0.26056338028169,0.45360824742268
"RNF149",0.37319587628866,0.273820204557689,0.862036156041865,0.396416221314052,1.26626016260163,0.497652582159624,1.21649484536082
"MAP4K4",1.77113402061856,0.0466535079849273,1.21313035204567,1.6768311851619,0.475609756097561,0.598591549295775,14.8865979381443
"MFSD9",0.022680412371134,0.0202763323165261,0.0704091341579448,0.0361521534108771,0.0203252032520325,0.0211267605633803,0.206185567010309
"MRPS9",0.237113402061856,0.212722052754351,0.315889628924834,0.295504558314995,0.434959349593496,0.258215962441315,0.670103092783505
"TGFBRAP1",0.0701030927835052,0.0624439260721335,0.19790675547098,0.128890286073562,0.186991869918699,0.176056338028169,0.298969072164948
"RP11-332H14.2",0.043298969072165,0.1741431903822,0.103710751665081,0.153410877082678,0.150406504065041,0.0892018779342723,0.103092783505155
"C2orf49",0.0948453608247423,0.14076798851606,0.180780209324453,0.157497642250865,0.26219512195122,0.197183098591549,0.185567010309278
"FHL2",0.0103092783505155,0.156378970034093,0.124643196955281,0.21471235460547,0.373983739837398,0.0258215962441315,1.57731958762887
"NCK2",0.958762886597938,0.00340929481428315,0.404376784015224,0.204023891857906,0.140243902439024,1.08920187793427,0.474226804123711
"UXS1",0.0701030927835052,0.102278844428495,0.283539486203616,0.265325369380698,0.217479674796748,0.147887323943662,1.64948453608247
"ST6GAL2",0.0762886597938144,0.00215323883007357,0.701236917221694,0.190506130147752,0,0.0117370892018779,1.80412371134021
"GCC2",0.6,0.668221783599498,1.02664129400571,1.18390443256837,1.41666666666667,0.776995305164319,1.37113402061856
"AC012487.2",0.101030927835052,0.0320294275973443,0.0428163653663178,0.0666457088965734,0.0772357723577236,0.0234741784037559,0.237113402061856
"LIMS1",0.715463917525773,0.46761169926431,0.532825880114177,1.01446086136435,2.1239837398374,0.396713615023474,1.74226804123711
"RANBP2",0.457731958762887,0.572223219092051,1,1.02577805721471,1.71951219512195,0.812206572769953,1.78350515463918
"CCDC138",0.131958762886598,0.228063879418626,0.832540437678401,0.566802892172273,0.477642276422764,0.964788732394366,1.24742268041237
"SH3RF3",0.0824742268041237,0.00071774627669119,0.430066603235014,0.0304935554856963,0.0101626016260163,2.16431924882629,0.0515463917525773
"SEPT10",0.222680412371134,0.219002332675399,0.23977164605138,0.237032379754794,0.601626016260163,0.147887323943662,0.824742268041237
"NPHP1",0.25360824742268,0.355374125246725,0.173168411037108,0.127004086765168,0.941056910569106,0.145539906103286,0.309278350515464
"LINC00116",0.0618556701030928,0.0461151982774089,0.137012369172217,0.0679031751021691,0.0975609756097561,0.143192488262911,0.34020618556701
"BCL2L11",0.249484536082474,0.23443387762426,0.0352045670789724,0.135491983652939,0.105691056910569,0.00938967136150235,0
"ANAPC1",0.25360824742268,0.295083438004665,0.51569933396765,0.359320968248978,0.473577235772358,0.518779342723005,1.19587628865979
"MERTK",0.348453608247423,0.235869370177642,0.055185537583254,0.00440113171958504,0.024390243902439,0.00704225352112676,0.0103092783505155
"TMEM87B",0.181443298969072,0.198187690651355,0.371075166508088,0.224457717698837,0.26219512195122,0.406103286384977,0.556701030927835
"FBLN7",0.0783505154639175,0.191369101022788,0.283539486203616,0.155611442942471,0.0873983739837398,0.140845070422535,0.11340206185567
"ZC3H8",0.228865979381443,0.217566840122017,0.719314938154139,0.369066331342345,0.359756097560976,0.586854460093897,0.731958762886598
"ZC3H6",0.767010309278351,0.91979185357976,1.11037107516651,0.918264696636278,1.23983739837398,1.63615023474178,2.37113402061856
"RGPD8",0.0577319587628866,0.0567916741431904,0.160799238820171,0.12951901917636,0.0284552845528455,0.0516431924882629,0.195876288659794
"TTL",0.11340206185567,0.107841378072851,0.290199809705043,0.137692549512732,0.0813008130081301,0.133802816901408,1.80412371134021
"POLR1B",0.0536082474226804,0.0496142113762785,0.0903901046622265,0.0757623388871424,0.115853658536585,0.0586854460093897,0.134020618556701
"CHCHD5",0.0123711340206186,0.0313116813206532,0.0447193149381541,0.0430682175416536,0.0548780487804878,0.0375586854460094,0.0412371134020619
"AC079922.3",0.0103092783505155,0.0368742149650099,0.0266412940057088,0.0348946872052814,0.0630081300813008,0.0469483568075117,0.0618556701030928
"SLC20A1",0.228865979381443,0.215862192714875,0.310180780209324,0.42659541024835,0.626016260162602,0.342723004694836,1.5979381443299
"PAX8",0.144329896907217,0.0122914049883366,0.0599429115128449,0.0292360892801006,0.0386178861788618,0.0563380281690141,0.11340206185567
"CBWD2",0.2,0.31912793827382,0.345385347288297,0.292989625903804,0.904471544715447,0.309859154929577,0.701030927835051
"FAM138B",0.0144329896907217,0.141575453077337,0.0133206470028544,0.16472807293304,0.215447154471545,0.00938967136150235,0.0103092783505155
"RABL2A",0.121649484536082,0.236945989592679,0.219790675547098,0.107198994027036,0.34349593495935,0.335680751173709,0.989690721649484
"AC017074.2",0.0123711340206186,0.0272743585142652,0.0647002854424358,0.0348946872052814,0.0528455284552846,0.0305164319248826,0.0618556701030928
"SLC35F5",0.410309278350516,0.33805849632155,0.731684110371075,0.449544168500472,0.615853658536585,0.413145539906103,0.958762886597938
"ACTR3",0.239175257731959,0.131347568634488,0.48430066603235,0.310594152782144,0.245934959349594,0.338028169014085,0.814432989690722
"DPP10",0.620618556701031,0.0249416831150188,1.06184586108468,4.90286073561773,0.0711382113821138,9.3849765258216,14.4123711340206
"DDX18",0.25360824742268,0.302978647048268,0.55185537583254,0.619930839358692,0.481707317073171,0.553990610328638,0.690721649484536
"CCDC93",0.294845360824742,0.378790597523775,0.61465271170314,0.571832756994656,0.926829268292683,0.387323943661972,1.92783505154639
"INSIG2",0.148453608247423,0.129194329804414,0.278782112274025,0.187362464633763,0.396341463414634,0.223004694835681,0.505154639175258
"C1QL2",0.022680412371134,0.00771577247443029,1.28924833491912,0.00974536309336687,0.00813008130081301,0.0234741784037559,0
"C2orf76",0.193814432989691,0.0673784317243854,0.146527117031399,0.113800691606413,0.142276422764228,0.18075117370892,0.484536082474227
"DBI",0.158762886597938,0.0441413960165082,0.158896289248335,0.0578434454574033,0.0426829268292683,0.154929577464789,0.0927835051546392
"TMEM37",0.150515463917526,0.0488964650995873,0.00190294957183635,0.00534423137378183,0.0040650406504065,0.00234741784037559,0
"PCDP1",0.169072164948454,0.481966624798134,0.167459562321598,0.121345488839987,1.77845528455285,0.0305164319248826,0.371134020618557
"TMEM177",0.0247422680412371,0.0249416831150188,0.104662226450999,0.0537566802892172,0.0569105691056911,0.103286384976526,0.0412371134020619
"PTPN4",1.2639175257732,0.853310604701238,2.48049476688868,1.28733102797862,1.79878048780488,6.64553990610329,2.83505154639175
"EPB41L5",0.810309278350516,1.08289969495783,0.787821122740247,0.979880540710468,2.20325203252033,0.575117370892019,1.94845360824742
"AC012363.4",0.022680412371134,0.0383097075183923,0.0352045670789724,0.0370952530650739,0.0853658536585366,0.0657276995305164,0.154639175257732
"RALB",0.0474226804123711,0.0388480172259106,0.0266412940057088,0.0254636906633134,0.74390243902439,0.0610328638497653,0.154639175257732
"CLASP1",3.23917525773196,5.06764758657814,4.47288296860133,2.71392643822697,5.18292682926829,4.82629107981221,5.4020618556701
"NIFK-AS1",0.517525773195876,0.315808361744123,0.446241674595623,0.301163156240176,0.536585365853659,0.54225352112676,0.927835051546392
"NIFK",0.0329896907216495,0.120401937914947,0.0837297811607992,0.0584721785602012,0.0792682926829268,0.096244131455399,0.0515463917525773
"TSN",0.183505154639175,0.177462766911897,0.21883920076118,0.17353033637221,0.195121951219512,0.206572769953052,0.319587628865979
"CNTNAP5",0.0474226804123711,0.0235061905616365,1.52235965746908,5.94812951901918,0.0650406504065041,0.0845070422535211,20.9175257731959
"BIN1",0.0474226804123711,0.47308451462408,0.504281636536632,0.524049041182018,0.693089430894309,0.169014084507042,0.608247422680412
"ERCC3",0.123711340206186,0.0913332137089539,0.248334919124643,0.158440741905061,0.223577235772358,0.204225352112676,0.360824742268041
"MAP3K2",0.760824742268041,0.886057778575274,1.17697431018078,0.880540710468406,2.16666666666667,0.931924882629108,2.07216494845361
"IWS1",0.441237113402062,0.424816077516598,0.640342530922931,0.433197107827727,1.2479674796748,0.615023474178404,1.32989690721649
"AC010976.2",0.0577319587628866,0.057599138704468,0.103710751665081,0.0619302106255894,0.213414634146341,0.0868544600938967,0.216494845360825
"WDR33",0.725773195876289,0.854656378970034,1.03996194100856,0.806664570889657,1.77845528455285,1.03286384976526,1.55670103092784
"SFT2D3",0.0412371134020619,0.026556612237574,0.0333016175071361,0.0424394844388557,0.024390243902439,0.0539906103286385,0.0206185567010309
"POLR2D",0.0329896907216495,0.0366947783958371,0.0618458610846813,0.0392958189248664,0.0670731707317073,0.096244131455399,0.154639175257732
"AMMECR1L",0.043298969072165,0.0506908307913153,0.093244529019981,0.0616158440741905,0.158536585365854,0.12206572769953,0.22680412371134
"SAP130",0.265979381443299,0.191189664453616,0.441484300666032,0.274441999371267,0.410569105691057,0.335680751173709,0.65979381443299
"UGGT1",0.261855670103093,0.198367127220528,0.378686964795433,0.291732159698208,0.489837398373984,0.387323943661972,0.855670103092783
"HS6ST1",0.0556701030927835,0.362461869729051,0.314938154138915,0.0873939012889029,0.963414634146342,0.661971830985915,0.515463917525773
"SMPD4",0.117525773195876,0.119953346492015,0.314938154138915,0.193964162213141,0.176829268292683,0.18075117370892,0.711340206185567
"MZT2B",0.107216494845361,0.0923201148394043,0.356803044719315,0.228858849418422,0.117886178861789,0.450704225352113,0.484536082474227
"CCDC115",0.0288659793814433,0.0382199892338059,0.117031398667935,0.0679031751021691,0.0955284552845528,0.0727699530516432,0.164948453608247
"IMP4",0.0288659793814433,0.0319397093127579,0.0913415794481446,0.0474693492612386,0.0670731707317073,0.0915492957746479,0.11340206185567
"PTPN18",0.065979381443299,0.101022788444285,0.299714557564225,0.167871738447029,0.140243902439024,0.262910798122066,0.494845360824742
"AMER3",0.00412371134020619,0.0202763323165261,0.0342530922930542,0.0361521534108771,0.040650406504065,0.0563380281690141,0.206185567010309
"ARHGEF4",0.0474226804123711,0.0463843531311681,0.731684110371075,0.0613014775227916,1.84959349593496,0.248826291079812,0.412371134020619
"FAM168B",0.309278350515464,0.531491117889826,0.78116079923882,0.458975165042439,0.955284552845528,0.708920187793427,1.68041237113402
"PLEKHB2",0.117525773195876,0.340391171720797,0.600380589914367,0.280100597296448,1.02235772357724,0.54225352112676,0.690721649484536
"MZT2A",0.0804123711340206,0.0483581553920689,0.343482397716461,0.141464948129519,0.0772357723577236,0.15962441314554,0.536082474226804
"C2orf27A",0.0989690721649484,0.0500628027992105,0.410085632730733,0.102169129204653,0.0345528455284553,0.183098591549296,1.23711340206186
"ANKRD30BL",0.331958762886598,0.00986901130450386,2.52235965746908,0.0987110971392644,0.0528455284552846,0.204225352112676,0.134020618556701
"NCKAP5",7.02680412371134,0.183473891979185,3.92102759276879,8.60955674316253,3.39024390243902,2.08920187793427,0.216494845360825
"AC016909.1",0.0927835051546392,0.00287098510676476,0.055185537583254,0.189563030493555,0.0873983739837398,0.0375586854460094,0
"MGAT5",0.589690721649485,0.228422752556971,1.90390104662226,1.7051241747878,0.0508130081300813,0.650234741784038,5.85567010309278
"TMEM163",0.022680412371134,0.0190202763323165,0.606089438629876,0.0270355234203081,0.0548780487804878,0.0352112676056338,8.6701030927835
"CCNT2-AS1",0.0742268041237113,0.0757222321909205,0.231208372978116,0.198994027035523,0.0995934959349594,0.171361502347418,0.711340206185567
"ACMSD",0.0103092783505155,0.0183922483402117,0.0570884871550904,0.0537566802892172,0.0386178861788618,0.039906103286385,0.22680412371134
"CCNT2",0.37319587628866,0.343621029965907,0.705994291151284,0.524992140836215,0.670731707317073,0.582159624413146,1.37113402061856
"RAB3GAP1",0.736082474226804,1.48699084873497,1.22359657469077,0.758252121974222,5.11585365853658,1.08215962441315,3.12371134020619
"ZRANB3",0.494845360824742,0.806298223577965,0.804947668886774,0.725872367180132,2.14227642276423,0.84037558685446,2.31958762886598
"R3HDM1",0.806185567010309,1.07482504934506,2.10941960038059,1.71455517132977,2.09552845528455,1.73474178403756,4.11340206185567
"UBXN4",0.635051546391753,1.36443567198995,0.860133206470029,0.927381326626847,3.02439024390244,0.765258215962441,2.03092783505155
"DARS",0.43298969072165,0.313475686344877,0.445290199809705,0.546369066331342,0.965447154471545,0.593896713615023,1.28865979381443
"AC093391.2",0.0144329896907217,0.0304144984747892,0.0142721217887726,0.0242062244577177,0.119918699186992,0.039906103286385,0.0824742268041237
"THSD7B",0.119587628865979,11.3273820204558,1.51189343482398,0.160955674316253,11.4247967479675,17.1643192488263,0.185567010309278
"AC097721.2",0.14639175257732,0.260362461869729,0.131303520456708,0.131719585036152,0.191056910569106,0.068075117370892,0.195876288659794
"SPOPL",0.280412371134021,0.441234523595909,0.507136060894386,0.370952530650739,0.404471544715447,0.446009389671362,0.855670103092783
"AC092620.3",0.0123711340206186,0.23542077875471,0.0199809705042816,0.0113171958503615,0.0121951219512195,0.0140845070422535,0.0309278350515464
"NXPH2",0.00412371134020619,0.0183922483402117,0.550903901046622,0.718641936497957,0.0040650406504065,0.00704225352112676,0
"LRP1B",1.55051546391753,0.0379508343800466,5.91341579448145,3.5004715498271,0.103658536585366,0.0727699530516432,34.9072164948454
"KYNU",0,0.0314013996052395,0.0171265461465271,0.00628733102797862,0.0284552845528455,0.00234741784037559,0.0206185567010309
"GTDC1",0.911340206185567,0.0514085770680065,1.77450047573739,1.33637220999686,0.426829268292683,2.34272300469484,3.48453608247423
"ZEB2",2.19175257731959,0.0204557688856989,4.52997145575642,2.1763596353348,0.0304878048780488,11.6384976525822,2.37113402061856
"ACVR2A",0.134020618556701,0.20078952090436,0.769743101807802,0.597296447657969,1.4369918699187,0.73943661971831,0.742268041237113
"ORC4",0.721649484536082,0.520635205454872,1.29876308277831,0.846274756365923,0.967479674796748,0.889671361502347,1.98969072164948
"MBD5",2.81649484536082,2.92391889467073,4.84776403425309,4.54574033322854,8.88008130081301,2.71361502347418,7.84536082474227
"EPC2",0.488659793814433,0.34155750942042,0.782112274024738,0.619302106255894,0.894308943089431,0.302816901408451,1.2680412371134
"AC105402.4",0,0.00071774627669119,0.164605137963844,0.118516189877397,0.048780487804878,0.0704225352112676,0.412371134020619
"KIF5C",0.0268041237113402,0.0179436569172797,2.42816365366318,1.30493555485696,0.489837398373984,0.671361502347418,4.05154639175258
"LYPD6",0.148453608247423,0.311681320653149,0.0999048525214082,0.294561458660799,0.0040650406504065,0.00234741784037559,0.0824742268041237
"MMADHC",0.0927835051546392,0.0984209581912794,0.25023786869648,0.181389500157183,0.178861788617886,0.190140845070423,0.298969072164948
"AC144449.1",0.183505154639175,0.0219809797236677,0.195052331113226,0.0575290789060044,0.0284552845528455,0.0586854460093897,0.34020618556701
"RND3",0.0206185567010309,0.00278126682217836,0.164605137963844,0.113800691606413,1.59959349593496,0,0
"RIF1",0.42680412371134,0.407410730306837,0.803044719314938,0.596038981452373,0.646341463414634,0.81924882629108,1.32989690721649
"NEB",0.0701030927835052,0.0612775883725103,0.143672692673644,0.0669600754479723,0.107723577235772,0.0375586854460094,0.123711340206186
"ARL5A",0.292783505154639,0.261618517853939,0.686013320647003,0.350204338258409,0.68089430894309,0.68075117370892,0.742268041237113
"CACNB4",0.0721649484536083,0.0606495603804055,3.23786869647954,0.135491983652939,0.144308943089431,0.71830985915493,2.95876288659794
"STAM2",0.25979381443299,0.186255158801364,0.370123691722169,0.215026721156869,0.392276422764228,0.232394366197183,0.639175257731959
"FMNL2",0.148453608247423,0.0419881571864346,1.23691722169363,2.05532851304621,0.0731707317073171,0.0492957746478873,1.15463917525773
"PRPF40A",0.404123711340206,0.386237215144446,0.691722169362512,0.508016347060673,0.632113821138211,0.532863849765258,1.14432989690722
"ARL6IP6",0.268041237113402,0.417997487888032,0.365366317792578,0.198050927381327,0.66260162601626,0.232394366197183,0.65979381443299
"GALNT13",0.187628865979381,0.0332854835815539,5.24167459562322,2.56271612700409,16.8963414634146,15.6784037558685,3.90721649484536
"KCNJ3",0.0185567010309278,0.00798492732818949,4.08658420551855,0.266897202137693,0.0142276422764228,5.78169014084507,3.5360824742268
"NR4A2",0.0164948453608247,0.304503857886237,0.262607040913416,0.122602955045583,0.447154471544715,0.0187793427230047,0.0721649484536082
"GPD2",0.162886597938144,0.788354566660685,0.710751665080875,0.312794718641936,0.884146341463415,0.12206572769953,0.608247422680412
"ACVR1",0.167010309278351,0.0431544948860578,0.225499524262607,0.462433197107828,0.434959349593496,0.133802816901408,0.505154639175258
"UPP2",0.150515463917526,0.141485734792751,0.988582302568982,0.811380069160641,0.792682926829268,0.190140845070423,1.10309278350515
"CCDC148-AS1",0.0103092783505155,0.0955499730845146,0.0152235965746908,0.0468406161584407,0.363821138211382,0.00704225352112676,0.0309278350515464
"CCDC148",0.164948453608247,0.962497757042885,0.261655566127498,0.553285130462119,2.99186991869919,0.0727699530516432,0.278350515463918
"PKP4",0.241237113402062,0.950834380046654,1.99524262607041,3.21219742219428,4.07723577235772,0.267605633802817,2.69072164948454
"AC005042.4",0.0103092783505155,0.0329266104432083,0.071360608943863,0.13517761710154,0.146341463414634,0.0140845070422535,0.0618556701030928
"DAPL1",1.23917525773196,0.0614570249416831,0.049476688867745,0.0166614272241433,0.278455284552846,0.0117370892018779,0.0103092783505155
"TANC1",3.74639175257732,0.0152521083796878,1.80970504281637,0.747249292675259,0.0731707317073171,5.6924882629108,12.8659793814433
"WDSUB1",0.575257731958763,0.206621209402476,0.573739295908658,0.316252750707325,0.459349593495935,0.706572769953052,1.55670103092784
"BAZ2B",3.58144329896907,3.4010407321012,2.5708848715509,1.76736875196479,6.07926829268293,1.71830985915493,3.5360824742268
"AC009506.1",0.022680412371134,0.0687242059931814,0.0171265461465271,0.0166614272241433,0.0711382113821138,0.0117370892018779,0.0103092783505155
"AC009961.3",0.109278350515464,0.080567019558586,0.383444338725024,0.218799119773656,0.282520325203252,0.131455399061033,0.670103092783505
"MARCH7",0.618556701030928,0.522698726000359,0.870599429115129,0.648852562087394,1.08333333333333,0.793427230046948,1.60824742268041
"PLA2R1",0.614432989690722,0.0198277408935941,0.269267364414843,0.050298648223829,0.0426829268292683,0.863849765258216,8.07216494845361
"RBMS1",0.531958762886598,0.00376816795262875,0.740247383444339,0.0449544168500472,0.00609756097560976,0.0117370892018779,4.89690721649485
"TANK",0.51340206185567,0.479185357975956,0.55185537583254,0.516189877397045,0.788617886178862,0.469483568075117,1.81443298969072
"PSMD14",0.323711340206186,0.282612596447156,0.579448144624167,0.414335114743791,0.524390243902439,0.607981220657277,2.07216494845361
"SLC4A10",0.0824742268041237,0.209940785932173,4.15413891531874,6.31373781829613,0.0955284552845528,0.0469483568075117,4.74226804123711
"FAP",2.64742268041237,0.00197380226090077,0.0114176974310181,0.109399559886828,0,0.0140845070422535,0.0103092783505155
"GCA",0.127835051546392,0.0250314013996052,0.0894386298763083,0.0817353033637221,0.0630081300813008,0.136150234741784,0.216494845360825
"KCNH7",0.0350515463917526,0.0303247801902028,3.25880114176974,5.4995284501729,0.0467479674796748,13.4835680751174,3.36082474226804
"AC007740.1",0,0.000807464561277588,0.162702188392008,0.311537252436341,0.00203252032520325,0.877934272300469,0.206185567010309
"FIGN",0.507216494845361,0.00628027992104791,1.1569933396765,0.897830870795347,0.0223577235772358,0.213615023474178,1.6701030927835
"GRB14",0.0350515463917526,0.0394760452180154,0.22930542340628,0.0220056585979252,0.148373983739837,0.00704225352112676,0.835051546391752
