"","MG","Rod","AC","BC","Cone","HC","RGC"
"ABHD17B",0.414432989690722,1.16535079849273,0.341579448144624,0.268783401446086,0.538617886178862,0.206572769953052,0.422680412371134
"C9orf85",0.327835051546392,0.337340750044859,0.341579448144624,0.438541339201509,0.74390243902439,0.354460093896714,0.525773195876289
"ZFAND5",0.284536082474227,0.192714875291584,0.445290199809705,0.584407419050613,0.252032520325203,0.563380281690141,0.639175257731959
"RP11-171A24.3",0.4,0.00358873138345595,0.340627973358706,0.269097767997485,0.715447154471545,0.652582159624413,0.515463917525773
"RORB",5.64123711340206,2.11699264310066,5.4452901998097,1.86230745048727,3.46544715447155,15.6220657276995,4.80412371134021
"TRPM6",0.00412371134020619,0.0418984389018482,0.043767840152236,0.00251493241119145,0.0040650406504065,0,0.0206185567010309
"C9orf40",0.022680412371134,0.095639691369101,0.0894386298763083,0.0506130147752279,0.107723577235772,0.0586854460093897,0.185567010309278
"RP11-197P3.4",0.0556701030927835,0.142293199354028,0.136060894386299,0.126060987110971,0.369918699186992,0.150234741784038,0.195876288659794
"C9orf41",0.17319587628866,0.26332316526108,0.443387250237869,0.374096196164728,1.03658536585366,0.457746478873239,0.484536082474227
"NMRK1",0.0989690721649484,0.0537412524672528,0.138915318744053,0.0616158440741905,0.166666666666667,0.0633802816901408,0.494845360824742
"OSTF1",0.0577319587628866,0.0797595549973085,0.0685061845861085,0.0471549827098397,0.386178861788618,0.176056338028169,0.360824742268041
"PCSK5",3.41855670103093,0.00780549075901669,0.596574690770695,0.432882741276328,0.00813008130081301,6.0093896713615,1.35051546391753
"RFK",0.0391752577319588,0.0592140678270231,0.202664129400571,0.108142093681232,0.115853658536585,0.187793427230047,0.134020618556701
"PRUNE2",0.237113402061856,0.0220706980082541,2.34348239771646,2.63847846589123,0.0426829268292683,1.48356807511737,17.7628865979381
"VPS13A",0.490721649484536,0.348465817333573,1.10941960038059,0.821439798805407,1.09756097560976,0.734741784037559,1.85567010309278
"GNAQ",1.59587628865979,0.0179436569172797,4.18648905803996,1.34423137378183,1.47764227642276,2.60328638497653,4.19587628865979
"CEP78",0.156701030927835,0.357347927507626,0.341579448144624,0.258409305249921,1.90040650406504,0.230046948356807,0.463917525773196
"TLE4",0.25979381443299,1.44661762067109,1.32635585156993,0.697265011002829,1.23983739837398,3.15023474178404,2.42268041237113
"TLE1",0.222680412371134,0.00475506908307913,0.289248334919125,0.34988997170701,1.04878048780488,0.204225352112676,0.247422680412371
"FRMD3",0.0680412371134021,0.104432083258568,0.544243577545195,4.71015403961019,1.01422764227642,5.20657276995305,0.154639175257732
"IDNK",0.148453608247423,0.0473712542616185,0.0884871550903901,0.169757937755423,0.0711382113821138,0.133802816901408,0.123711340206186
"UBQLN1",0.263917525773196,0.210120222501346,0.610846812559467,0.553913863564917,0.461382113821138,1.00234741784038,1.39175257731959
"GKAP1",0.729896907216495,0.294186255158801,0.267364414843007,0.409619616472807,0.573170731707317,1.34741784037559,0.597938144329897
"RP11-575L7.4",0.0680412371134021,0.0488067468150009,0.0466222645099905,0.022634391700723,0.109756097560976,0.0657276995305164,0.123711340206186
"KIF27",0.729896907216495,0.279562174771218,0.26546146527117,0.119773656082993,0.678861788617886,0.284037558685446,0.412371134020619
"C9orf64",0.043298969072165,0.028799569352234,0.027592768791627,0.0282929896259038,0.0589430894308943,0.0375586854460094,0.0824742268041237
"HNRNPK",0.890721649484536,0.51893055804773,0.877259752616556,0.70009430996542,0.772357723577236,1.62206572769953,0.814432989690722
"RP11-575L7.8",0.109278350515464,0.0349004127041091,0.0608943862987631,0.0370952530650739,0.101626016260163,0.129107981220657,0.0927835051546392
"RMI1",0.148453608247423,0.174950654943477,0.165556612749762,0.0880226343917007,0.203252032520325,0.307511737089202,0.494845360824742
"NTRK2",2.29484536082474,0.0226090077157725,5.03996194100856,0.574976422508645,0.0264227642276423,6.26525821596244,3.03092783505155
"AGTPBP1",0.490721649484536,3.12461869729051,1.09990485252141,1.59038038352719,9.58130081300813,2.40845070422535,4.02061855670103
"NAA35",0.51340206185567,0.48205634308272,0.694576593720266,0.56460232631248,0.664634146341463,0.699530516431925,1.47422680412371
"GOLM1",0.121649484536082,0.0656737843172439,0.35394862036156,0.209996856334486,0.101626016260163,0.92018779342723,0.443298969072165
"ISCA1",0.101030927835052,0.135833482863808,0.402473834443387,0.188934297390758,0.274390243902439,0.71830985915493,0.515463917525773
"ZCCHC6",0.270103092783505,0.191279382738202,0.380589914367269,0.271927066960075,0.386178861788618,0.570422535211268,0.752577319587629
"RP11-276H19.1",0.210309278350515,0.0587654764040912,0.0361560418648906,0.0782772712983339,0.0630081300813008,0.00469483568075117,0.164948453608247
"DAPK1",1.58762886597938,0.065942939171003,2.06470028544244,1.58157812008802,0.00609756097560976,1.35446009389671,0.0206185567010309
"CTSL",0.183505154639175,0.0877444823254979,0.41674595623216,0.240176045268783,0.16260162601626,0.2981220657277,0.731958762886598
"CDK20",0.0268041237113402,0.0500628027992105,0.0247383444338725,0.0333228544482867,0.0772357723577236,0.0305164319248826,0.0618556701030928
"SPIN1",1.5360824742268,0.605777857527364,1.56232159847764,0.922351461804464,2.65447154471545,1.16666666666667,2.43298969072165
"SHC3",0.0288659793814433,0.0235959088462229,1.08182683158896,0.0270355234203081,0.00609756097560976,0.0375586854460094,0.0412371134020619
"SECISBP2",0.643298969072165,0.749506549434775,1.21503330161751,1.20748192392329,1.14430894308943,1.14319248826291,1.5979381443299
"SEMA4D",0.17319587628866,0.0433339314552306,0.441484300666032,0.13517761710154,0.0284552845528455,0.5,0.412371134020619
"GADD45G",0.11340206185567,0.012381123272923,0.0865842055185538,0.148695378811694,0.00609756097560976,0.00469483568075117,0.0103092783505155
"RP11-389K14.3",0.247422680412371,0.00394760452180154,0.0142721217887726,0.187362464633763,1.98577235772358,0.00938967136150235,0.0206185567010309
"DIRAS2",0.0721649484536083,0.215413601291943,0.792578496669838,0.862307450487268,0.146341463414634,0.94131455399061,0.329896907216495
"RP11-305L7.6",0.043298969072165,0.104611519827741,0.0504281636536632,0.0537566802892172,0.103658536585366,0.0774647887323944,0.123711340206186
"RP11-305L7.3",0.045360824742268,0.177103893773551,0.124643196955281,0.0883370009430997,0.172764227642276,0.150234741784038,0.237113402061856
"AUH",0.96701030927835,1.71415754530773,1.63558515699334,1.08330713612072,3.38414634146341,1.67136150234742,2.23711340206186
"NFIL3",0.0494845360824742,0.0324780190202763,0.142721217887726,0.106255894372839,0.0711382113821138,0.194835680751174,0.144329896907216
"SPTLC1",0.189690721649485,0.131347568634488,0.207421503330162,0.15875510845646,0.23780487804878,0.21830985915493,0.597938144329897
"IARS",0.22680412371134,0.276063161672349,0.712654614652712,0.406161584407419,0.516260162601626,0.78169014084507,1.25773195876289
"NOL8",0.088659793814433,0.0834380046653508,0.127497621313035,0.115372524363408,0.128048780487805,0.152582159624413,0.319587628865979
"CENPP",0.212371134020619,0.350170464740714,0.807802093244529,0.729959132348318,0.607723577235772,0.908450704225352,1.83505154639175
"OMD",0.00824742268041237,0.0311322447514804,0.0570884871550904,0.0524992140836215,0.0467479674796748,0.0845070422535211,0.123711340206186
"ASPN",0.00206185567010309,0.0245828099766732,0.0485252140818268,0.0465262496070418,0.040650406504065,0.0539906103286385,0.11340206185567
"ECM2",0.0206185567010309,0.039386326933429,0.0732635585156993,0.0851933354291103,0.0691056910569106,0.150234741784038,0.206185567010309
"IPPK",0.134020618556701,0.0824511035349004,0.260704091341579,0.137063816409934,0.209349593495935,0.173708920187793,0.556701030927835
"BICD2",0.0206185567010309,0.0338237932890723,0.199809705042816,0.0575290789060044,0.0853658536585366,0.10093896713615,0.154639175257732
"ZNF484",0.109278350515464,0.072223219092051,0.205518553758325,0.159383841559258,0.144308943089431,0.223004694835681,0.608247422680412
"FGD3",0.00206185567010309,0.256684012201687,0.00666032350142721,0.00188619930839359,0.319105691056911,0.00469483568075117,0.0515463917525773
"SUSD3",0.00618556701030928,0.138076439978468,0.00570884871550904,0.0050298648223829,0.154471544715447,0.00938967136150235,0.0103092783505155
"C9orf89",0.0391752577319588,0.0506011125067289,0.0751665080875357,0.0449544168500472,0.148373983739837,0.0422535211267606,0.391752577319588
"WNK2",1.7340206185567,2.12650278126682,2.15889628924833,1.32851304621188,3.36991869918699,0.028169014084507,4.61855670103093
"C9orf129",0.043298969072165,0.0507805490759017,0.14081826831589,0.0446400502986482,0.0589430894308943,0.00234741784037559,0.484536082474227
"FAM120AOS",0.129896907216495,0.135564328010048,0.148430066603235,0.143351147437913,0.302845528455285,0.0985915492957747,0.268041237113402
"FAM120A",0.28659793814433,0.561905616364615,0.685061845861085,0.521534108770827,1.19512195121951,0.78169014084507,1.54639175257732
"PHF2",0.169072164948454,0.1385250314014,0.252140818268316,0.182961332914178,0.313008130081301,0.147887323943662,0.43298969072165
"PTPDC1",0.127835051546392,0.292840480890005,0.504281636536632,0.262496070418108,1.01016260162602,0.345070422535211,1.18556701030928
"RP11-2B6.3",0.187628865979381,0.308451462408039,0.391056137012369,0.359006601697579,0.591463414634146,0.258215962441315,0.43298969072165
"MIRLET7DHG",0.0247422680412371,0.0687242059931814,0.0647002854424358,0.104998428167243,0.138211382113821,0.0610328638497653,0.0515463917525773
"ZNF169",0.0783505154639175,0.0618158980800287,0.14557564224548,0.0892801005972964,0.115853658536585,0.07981220657277,0.54639175257732
"HIATL1",0.197938144329897,0.185088821101741,0.400570884871551,0.271612700408677,0.388211382113821,0.300469483568075,0.618556701030928
"C9orf3",2.90515463917526,0.457294096536874,1.28734538534729,1.1178874567746,1.19105691056911,1.14084507042254,5.44329896907217
"FANCC",0.604123711340206,0.395029607033914,0.343482397716461,0.567431625275071,0.518292682926829,0.732394366197183,1.90721649484536
"PTCH1",0.865979381443299,0.19083079131527,0.304471931493815,0.312794718641936,0.416666666666667,0.546948356807512,0.350515463917526
"ERCC6L2",0.717525773195876,0.39188946707339,1.04091341579448,0.811380069160641,0.898373983739837,1.05633802816901,1.7319587628866
"HSD17B3",0.272164948453608,0.0460254799928225,0.00380589914367269,0.0213769254951273,0.0508130081300813,0.00469483568075117,0.0721649484536082
"SLC35D2",0.185567010309278,0.0439619594473354,0.00475737392959087,0.0238918579063188,0.032520325203252,0.0117370892018779,0.278350515463918
"ZNF367",0.0185567010309278,0.0401040732101202,0.071360608943863,0.0374096196164728,0.0873983739837398,0.0774647887323944,0.216494845360825
"HABP4",0.158762886597938,0.0728512470841557,0.486203615604187,0.159069475007859,0.178861788617886,0.338028169014085,0.855670103092783
"CDC14B",1.01237113402062,0.537053651534183,0.875356803044719,0.243634077334172,0.796747967479675,0.338028169014085,0.804123711340206
"RP11-535M15.1",0.0515463917525773,0.191010227884443,0.217887725975262,0.12071675573719,0.213414634146341,0.119718309859155,0.371134020618557
"ZNF510",0.0969072164948454,0.0976134936300018,0.270218839200761,0.156240176045269,0.203252032520325,0.225352112676056,0.360824742268041
"ZNF782",0.329896907216495,0.680602906872421,1.15033301617507,0.542596667714555,1.53252032520325,0.809859154929577,1.30927835051546
"HIATL2",0.501030927835052,0.902924816077517,0.995242626070409,0.572461490097454,1.4349593495935,0.694835680751174,1.51546391752577
"CTSV",0.0268041237113402,0.27579400681859,0.0561370123691722,0.0160326941213455,0.119918699186992,0.0211267605633803,0.0618556701030928
"RP11-498P14.3",0.0247422680412371,0.0220706980082541,0.0685061845861085,0.0361521534108771,0.0386178861788618,0.0633802816901408,0.0721649484536082
"RP11-498P14.5",0.0206185567010309,0.0294275973443388,0.282588011417697,0.0490411820182333,0.0508130081300813,0.0915492957746479,0.680412371134021
"CCDC180",0.212371134020619,0.517584783778934,0.681255946717412,0.390443256837473,0.888211382113821,0.434272300469484,1.37113402061856
"TDRD7",0.111340206185567,2.10936658891082,0.222645099904853,0.310594152782144,1.22967479674797,0.274647887323944,0.381443298969072
"TMOD1",0.0103092783505155,0.00430647766014714,0.0513796384395813,0.0116315624017605,0.040650406504065,1.33333333333333,0.0309278350515464
"TSTD2",0.216494845360825,0.28476583527723,0.339676498572788,0.45866079849104,0.558943089430894,0.410798122065728,0.835051546391752
"NCBP1",0.212371134020619,0.187062623362641,0.311132254995243,0.322854448286702,0.402439024390244,0.302816901408451,0.381443298969072
"XPA",0.301030927835052,0.254171900233268,0.503330161750714,0.436340773341716,0.727642276422764,0.556338028169014,0.845360824742268
"C9orf156",0.0515463917525773,0.0293378790597524,0.0675547098001903,0.09116629990569,0.0731707317073171,0.0352112676056338,0.0927835051546392
"ANP32B",0.0783505154639175,0.0793109635743765,0.159847764034253,0.23231688148381,0.213414634146341,0.563380281690141,0.34020618556701
"NANS",0.0268041237113402,0.00520366050601113,0.0827783063748811,0.150267211568689,0.186991869918699,0.107981220657277,0.288659793814433
"TRIM14",0.0247422680412371,0.00879239188946707,0.164605137963844,0.421879911977366,0.495934959349594,0.0258215962441315,0.298969072164948
"TBC1D2",0.0556701030927835,0.0327471738740355,0.0818268315889629,0.0892801005972964,0.0467479674796748,0.0563380281690141,0.195876288659794
"GABBR2",0.0164948453608247,0.0072671810514983,1.01807802093245,1.25935240490412,0.0711382113821138,0.0117370892018779,1.08247422680412
"ANKS6",0.0824742268041237,0.00412704109097434,0.216936251189343,0.313423451744734,0.158536585365854,0.0187793427230047,0.958762886597938
"TGFBR1",0.0577319587628866,0.0606495603804055,0.819219790675547,0.264067903175102,0.0975609756097561,0.0469483568075117,1.11340206185567
"ALG2",0.0515463917525773,0.0439619594473354,0.0732635585156993,0.0600440113171959,0.0589430894308943,0.0985915492957747,0.123711340206186
"SEC61B",0.136082474226804,0.153418266642742,0.22930542340628,0.168500471549827,0.258130081300813,0.330985915492958,0.216494845360825
"RP11-554F20.1",0.160824742268041,0.209223039655482,0.495718363463368,0.259038038352719,0.278455284552846,0.197183098591549,0.505154639175258
"STX17",0.336082474226804,0.148752915844249,0.341579448144624,0.26752593524049,0.233739837398374,0.295774647887324,0.443298969072165
"ERP44",0.331958762886598,0.308541180692625,0.723120837297812,0.429110342659541,0.634146341463415,0.577464788732394,1.17525773195876
"INVS",1.24329896907217,0.939799031042526,1.12274024738344,1.2942470921094,2.06910569105691,1.15962441314554,4
"TEX10",0.101030927835052,0.0676475865781446,0.285442435775452,0.13234831813895,0.111788617886179,0.140845070422535,0.412371134020619
"LPPR1",0.344329896907216,0.00529337879059752,3.11132254995243,0.224143351147438,0.0101626016260163,0.00234741784037559,1.7319587628866
"MRPL50",0.0618556701030928,0.102099407859322,0.155090390104662,0.106255894372839,0.184959349593496,0.129107981220657,0.206185567010309
"ZNF189",0.134020618556701,0.0770680064597165,0.183634633682207,0.0996541967934612,0.16869918699187,0.107981220657277,0.247422680412371
"TMEM246",0.0164948453608247,0.00780549075901669,0.45290199809705,0.158126375353662,0.016260162601626,0.068075117370892,0.45360824742268
"RNF20",0.119587628865979,0.10613673066571,0.196003805899144,0.166614272241434,0.16260162601626,0.215962441314554,0.402061855670103
"GRIN3A",0.00824742268041237,0.00879239188946707,0.727878211227402,0.00880226343917007,0.0182926829268293,0.0187793427230047,0.0824742268041237
"RP11-341A22.2",0.00206185567010309,0.0332854835815539,0.0142721217887726,0.00691606413077649,0.024390243902439,0.0140845070422535,0
"SMC2",0.0268041237113402,0.0417190023326754,0.16650808753568,0.120088022634392,0.0853658536585366,0.0704225352112676,0.185567010309278
"NIPSNAP3A",0.0371134020618557,0.0271846402296788,0.106565176022835,0.0927381326626847,0.0853658536585366,0.0446009389671361,0.371134020618557
"NIPSNAP3B",0.0144329896907217,0.00340929481428315,0.152235965746908,0.243948443885571,0.0955284552845528,0,0.268041237113402
"SLC44A1",0.11340206185567,1.50152521083797,0.764985727878211,0.403646651996228,11.5609756097561,0.192488262910798,1.58762886597938
"FSD1L",0.239175257731959,1.67773192176566,0.680304471931494,0.563659226658284,16.8252032520325,1.2887323943662,2.05154639175258
"FKTN",0.311340206185567,0.355912434954244,0.597526165556613,0.476265325369381,0.504065040650407,0.366197183098592,1.19587628865979
"TMEM38B",0.327835051546392,0.127041090974341,0.247383444338725,0.231373781829613,0.376016260162602,0.23943661971831,0.185567010309278
"RP11-308N19.1",0.0577319587628866,0.0324780190202763,0.214081826831589,0.0704181075133606,0.150406504065041,0.0492957746478873,0.22680412371134
"ZNF462",0.909278350515464,1.01202225013458,1.12940057088487,1.47657969192078,2.54065040650407,0.539906103286385,0.938144329896907
"RP11-508N12.2",0.0577319587628866,0.0989592678987978,0.117031398667935,0.15592580949387,0.252032520325203,0.068075117370892,0.0412371134020619
"RAD23B",0.301030927835052,0.437735510497039,0.756422454804948,0.607356177302735,1.13008130081301,0.776995305164319,1.4639175257732
"IKBKAP",0.214432989690722,0.347389197918536,0.585156993339677,0.474693492612386,0.770325203252033,0.985915492957746,0.896907216494845
"FAM206A",0.0824742268041237,0.0740175847837789,0.124643196955281,0.0578434454574033,0.205284552845528,0.192488262910798,0.319587628865979
"CTNNAL1",0.249484536082474,0.123452359590885,0.48430066603235,0.0864508016347061,0.589430894308943,0.629107981220657,1.38144329896907
"TMEM245",0.556701030927835,0.488157186434595,0.85918173168411,0.625275070732474,1.74593495934959,1.11737089201878,1.39175257731959
"FRRS1L",0.00824742268041237,0.00879239188946707,1.55090390104662,0.399245520276643,0.00609756097560976,0.812206572769953,2.43298969072165
"EPB41L4B",0.0845360824742268,0.0109456307195406,0.26546146527117,0.231688148381012,0.0548780487804878,1.56572769953052,0.793814432989691
"PTPN3",0.00412371134020619,0.0069980261977391,0.027592768791627,0.409305249921408,0.0040650406504065,0.00704225352112676,1.23711340206186
"TXN",0.0268041237113402,0.0360667504037323,0.100856327307326,0.0701037409619616,0.0548780487804878,0.147887323943662,0.298969072164948
"MUSK",0.0989690721649484,0.0563430827202584,0.150333016175071,0.0842502357749136,0.113821138211382,0.096244131455399,0.247422680412371
"KIAA0368",0.637113402061856,0.536515341826664,1.00951474785918,0.65576862621817,1.01626016260163,0.751173708920188,2.95876288659794
"ZNF483",0.624742268041237,0.308361744123452,1.38534728829686,1.02169129204653,0.363821138211382,1.43427230046948,0.845360824742268
"PTGR1",0.257731958762887,0.337968778036964,0.746907706945766,0.438541339201509,0.888211382113821,0.685446009389671,0.494845360824742
"C9orf84",0.519587628865979,0.363807643997847,0.457659372026641,0.598868280414964,0.65650406504065,0.427230046948357,0.54639175257732
"UGCG",0.121649484536082,0.134667145164184,0.497621313035205,0.2942470921094,1.84349593495935,0.220657276995305,0.422680412371134
"PTBP3",0.0783505154639175,0.385250314013996,0.28639391056137,0.230116315624018,0.827235772357724,0.112676056338028,0.77319587628866
"HSDL2",0.208247422680412,0.190561636461511,0.19790675547098,0.181075133605784,0.329268292682927,0.15962441314554,0.474226804123711
"C9orf147",0.11340206185567,0.125426161851785,0.11988582302569,0.112228858849418,0.164634146341463,0.0516431924882629,0.175257731958763
"KIAA1958",1.20618556701031,1.2599138704468,1.17126546146527,1.26941213454888,1.23780487804878,0.833333333333333,1.17525773195876
"INIP",0.111340206185567,0.094293917100305,0.215984776403425,0.135806350204338,0.17479674796748,0.173708920187793,0.278350515463918
"SNX30",0.0618556701030928,0.0675578682935582,0.326355851569933,0.143036780886514,0.140243902439024,0.349765258215962,0.34020618556701
"ZNF883",0.0742268041237113,0.149919253543872,0.312083729781161,0.195221628418736,0.294715447154472,0.0868544600938967,0.185567010309278
"ZFP37",0.111340206185567,0.0781446258747533,0.293054234062797,0.218170386670858,0.15650406504065,0.154929577464789,0.237113402061856
"FKBP15",0.164948453608247,0.170195585860398,0.29686013320647,0.228544482867023,0.376016260162602,0.28169014084507,0.525773195876289
"SLC31A1",0.123711340206186,0.144805311322448,0.236917221693625,0.131090851933354,0.518292682926829,0.197183098591549,0.391752577319588
"CDC26",0.0865979381443299,0.123900951013817,0.135109419600381,0.113486325055014,0.209349593495935,0.185446009389671,0.154639175257732
"PRPF4",0.0618556701030928,0.0844249057958012,0.111322549952426,0.113171958503615,0.150406504065041,0.0845070422535211,0.195876288659794
"WDR31",0.0494845360824742,0.446348465817334,0.055185537583254,0.0606727444199937,1.25813008130081,0.0657276995305164,0.381443298969072
"BSPRY",0.00206185567010309,0.0388480172259106,0.00190294957183635,0.00628733102797862,0.0691056910569106,0.00469483568075117,0.0824742268041237
"HDHD3",0.0845360824742268,0.120491656199533,0.127497621313035,0.129833385727759,0.227642276422764,0.117370892018779,0.185567010309278
"ALAD",0.0371134020618557,0.11932531849991,0.162702188392008,0.114429424709211,0.207317073170732,0.103286384976526,0.278350515463918
"POLE3",0.0185567010309278,0.0353490041270411,0.0542340627973359,0.0352090537566803,0.024390243902439,0.0751173708920188,0.0618556701030928
"RGS3",0.0515463917525773,0.0237753454153957,0.0466222645099905,0.0122602955045583,0.0203252032520325,1.00704225352113,0.195876288659794
"ZNF618",0.284536082474227,0.00242239368383277,0.597526165556613,0.249607041810751,0.016260162601626,0.910798122065728,1.01030927835052
"AKNA",0.0391752577319588,1.02467252826126,0.0428163653663178,0.304306821754165,0.959349593495935,0.0187793427230047,0.329896907216495
"DFNB31",0.142268041237113,0.422483402117352,0.21883920076118,0.0600440113171959,0.689024390243902,0.00938967136150235,0
"ATP6V1G1",0.257731958762887,0.271128656020097,0.772597526165557,0.40867651681861,0.473577235772358,1.12676056338028,0.463917525773196
"C9orf91",0.0268041237113402,0.0439619594473354,0.120837297811608,0.0556428795976108,0.0792682926829268,0.0774647887323944,0.371134020618557
"PAPPA",0.00412371134020619,0.00879239188946707,2.02949571836346,0.086765168186105,0.0508130081300813,0.0352112676056338,1.63917525773196
"ASTN2",0.323711340206186,0.844069621388839,4.6127497621313,0.505501414649481,3.11382113821138,1.75117370892019,20.979381443299
"RP11-264C15.2",0.00824742268041237,0.0360667504037323,0.108468125594672,0.018233259981138,0.119918699186992,0.0586854460093897,0.752577319587629
"TRIM32",0.0123711340206186,0.0260183025300556,0.129400570884872,0.0499842816724301,0.103658536585366,0.0610328638497653,0.103092783505155
"BRINP1",0.0123711340206186,0.00475506908307913,1.80304471931494,0.272241433511474,2.07113821138211,0.0117370892018779,2.68041237113402
"CDK5RAP2",0.635051546391753,0.299659070518572,0.539486203615604,0.404275385099025,0.471544715447154,0.448356807511737,0.731958762886598
"MEGF9",1.2,1.43836353848914,0.974310180780209,0.677145551713298,10.5650406504065,0.7018779342723,1.19587628865979
"FBXW2",0.216494845360825,0.172797416113404,0.319695528068506,0.208425023577491,0.310975609756098,0.248826291079812,0.793814432989691
"PSMD5",0.274226804123711,0.20527543513368,0.384395813510942,0.242376611128576,0.522357723577236,0.352112676056338,0.814432989690722
"PSMD5-AS1",0.315463917525773,0.524223936838328,0.378686964795433,0.447972335743477,0.871951219512195,0.575117370892019,0.824742268041237
"PHF19",0.0742268041237113,0.0853220886416652,0.0685061845861085,0.0443256837472493,0.178861788617886,0.028169014084507,0.0618556701030928
"TRAF1",0.0309278350515464,0.0453077337161313,0.0142721217887726,0.040867651681861,0.217479674796748,0,0.11340206185567
"C5",0.123711340206186,0.040283509779293,0.0723120837297812,0.0971392643822697,0.0264227642276423,0.0563380281690141,0.0721649484536082
"CNTRL",0.241237113402062,0.429391710030504,0.507136060894386,0.352719270669601,0.516260162601626,0.553990610328638,0.896907216494845
"RAB14",0.268041237113402,0.284048089000538,0.573739295908658,0.400188619930839,0.735772357723577,0.917840375586854,0.422680412371134
"GSN",0.154639175257732,0.813296249775704,0.0742150333016175,0.0713612071675574,1.32926829268293,0.0563380281690141,0.154639175257732
"STOM",0.0206185567010309,0.0175847837789341,0.0142721217887726,0.055014146494813,0.380081300813008,0.0211267605633803,0.0721649484536082
"RP11-162D16.2",0.0288659793814433,0.08146420240445,0.0228353948620362,0.0254636906633134,0.426829268292683,0.0140845070422535,0.0721649484536082
"DAB2IP",1.20412371134021,0.00358873138345595,0.397716460513796,0.197422194278529,0.0101626016260163,0.396713615023474,0.154639175257732
"TTLL11",0.127835051546392,0.214157545307734,0.751665080875357,0.248349575605156,0.634146341463415,0.326291079812207,1.95876288659794
"NDUFA8",0.105154639175258,0.139601650816436,0.272121788772598,0.156554542596668,0.260162601626016,0.335680751173709,0.319587628865979
"MORN5",0.0103092783505155,0.056253364435672,0.00285442435775452,0.00440113171958504,0.016260162601626,0,0.0103092783505155
"RBM18",0.0494845360824742,0.100215323883007,0.125594671741199,0.0873939012889029,0.15650406504065,0.0892018779342723,0.164948453608247
"MRRF",0.156701030927835,0.373766373586937,0.294005708848716,0.206538824269098,0.733739837398374,0.215962441314554,0.597938144329897
"RP11-64P14.7",0.00618556701030928,0.0440516777319218,0.00570884871550904,0.00848789688777114,0.0528455284552846,0,0.0103092783505155
"PDCL",0.0742268041237113,0.145523057599139,0.186489058039962,0.19993712668972,0.266260162601626,0.31924882629108,0.371134020618557
"RC3H2",0.348453608247423,0.237574017584784,0.523311132254995,0.342030807922037,0.514227642276423,0.54225352112676,0.979381443298969
"ZBTB6",0.0371134020618557,0.0640588551946887,0.077069457659372,0.0754479723357435,0.105691056910569,0.105633802816901,0.0618556701030928
"ZBTB26",0.0783505154639175,0.069531670554459,0.114176974310181,0.0817353033637221,0.144308943089431,0.12206572769953,0.216494845360825
"RABGAP1",1.34020618556701,0.501973802260901,1.45290199809705,0.734674630619302,1.29674796747967,0.990610328638498,3.15463917525773
"STRBP",1.44742268041237,1.06746815000897,1.67174119885823,0.661112857591952,1.77032520325203,0.406103286384977,5.75257731958763
"CRB2",0.0247422680412371,0.335905257491477,0.0161750713606089,0.0955674316252751,0.252032520325203,0.0187793427230047,0
"DENND1A",2.87422680412371,1.08029786470483,2.37012369172217,1.51744734360264,2.66666666666667,2.74647887323944,3.2680412371134
"RP11-417B4.2",0.0845360824742268,0.0385788623721514,0.0570884871550904,0.0389814523734675,0.119918699186992,0.0985915492957747,0.175257731958763
"LHX2",0.997938144329897,0.00520366050601113,0.188392007611798,0.00723043068217542,0.0040650406504065,0.07981220657277,0.0103092783505155
"PSMB7",0.321649484536082,0.247084155750942,0.376784015223597,0.330713612071676,0.485772357723577,0.37793427230047,0.917525773195876
"NR6A1",1.8020618556701,0.889825946527902,2.56137012369172,1.24143351147438,3.52439024390244,7.83568075117371,3.76288659793814
"MIR181A2HG",1.30515463917526,0.446707338955679,3.44814462416746,1.32002514932411,1.10772357723577,9.48591549295775,1.96907216494845
"OLFML2A",0,0.0674681500089718,0.0171265461465271,0.00157183275699466,0.0304878048780488,0.00704225352112676,0
"RPL35",0.0927835051546392,0.168221783599498,0.194100856327307,0.168814838101226,0.160569105691057,0.183098591549296,0.206185567010309
"ARPC5L",0.0412371134020619,0.0621747712183743,0.190294957183635,0.0663313423451745,0.0995934959349594,0.215962441314554,0.216494845360825
"GOLGA1",0.387628865979382,0.544231114301095,0.403425309229305,0.349575605155611,2.03252032520325,0.415492957746479,1.01030927835052
"SCAI",1.27422680412371,0.42625157006998,1.8116079923882,0.658283558629362,0.849593495934959,0.312206572769953,2.88659793814433
"PPP6C",0.294845360824742,0.214606136730666,0.422454804947669,0.324740647595096,0.540650406504065,0.349765258215962,0.56701030927835
"RABEPK",0.0701030927835052,0.101471379867217,0.227402473834443,0.14397988054071,0.280487804878049,0.208920187793427,0.680412371134021
"HSPA5",0.317525773195876,0.12605418984389,0.443387250237869,0.239861678717384,0.109756097560976,0.553990610328638,0.134020618556701
"GAPVD1",0.404123711340206,0.574376457922125,0.786869647954329,0.474064759509588,0.613821138211382,0.615023474178404,1.1340206185567
"MAPKAP1",0.612371134020619,0.733805849632155,1.05994291151284,0.716441370638164,1.32317073170732,1.29342723004695,1.88659793814433
"PBX3",0.251546391752577,2.12614390812848,0.845861084681256,0.177931468091795,7.14430894308943,1.19483568075117,3.69072164948454
"MVB12B",0.412371134020619,0.16642741790777,0.829686013320647,0.377239861678717,0.0752032520325203,0.528169014084507,1.42268041237113
